customerid,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction,churn,spend_per_tenure,call_delay_ratio,usage_recent_score,spend_usage_ratio
78,48,Female,47,12,0,29,Basic,Monthly,761,8,1,16.19148936170213,0.0,1.3333333333333333,58.53846153846154
79,22,Male,39,10,3,29,Standard,Monthly,599,13,0,15.35897435897436,0.1,0.7142857142857143,54.45454545454545
80,42,Female,19,25,5,13,Premium,Monthly,372,8,0,19.57894736842105,0.35714285714285715,2.7777777777777777,14.307692307692308
81,55,Female,54,26,0,9,Premium,Annual,213,13,0,3.9444444444444446,0.0,1.8571428571428572,7.888888888888889
84,27,Male,42,22,3,27,Basic,Monthly,468,25,0,11.142857142857142,0.10714285714285714,0.8461538461538461,20.347826086956523
85,19,Female,59,24,3,26,Basic,Quarterly,368,8,1,6.237288135593221,0.1111111111111111,2.6666666666666665,14.72
86,58,Male,59,10,5,8,Basic,Monthly,599,25,0,10.152542372881356,0.5555555555555556,0.38461538461538464,54.45454545454545
88,22,Male,25,10,10,17,Premium,Monthly,966,7,1,38.64,0.5555555555555556,1.25,87.81818181818181
89,61,Female,28,9,6,5,Standard,Monthly,784,7,0,28.0,1.0,1.125,78.4
90,28,Male,17,19,10,12,Premium,Quarterly,332,24,0,19.529411764705884,0.7692307692307693,0.76,16.6
92,37,Female,57,21,6,6,Premium,Quarterly,209,29,0,3.6666666666666665,0.8571428571428571,0.7,9.5
94,22,Male,51,27,9,23,Standard,Annual,347,11,1,6.803921568627451,0.375,2.25,12.392857142857142
95,42,Male,37,14,0,24,Premium,Annual,418,13,0,11.297297297297296,0.0,1.0,27.866666666666667
97,20,Male,32,7,5,14,Basic,Annual,920,28,0,28.75,0.3333333333333333,0.2413793103448276,115.0
101,52,Female,45,20,6,28,Standard,Monthly,442,10,1,9.822222222222223,0.20689655172413793,1.8181818181818181,21.047619047619047
102,35,Male,47,23,4,8,Standard,Annual,969,7,0,20.617021276595743,0.4444444444444444,2.875,40.375
103,62,Female,16,13,9,15,Standard,Quarterly,719,19,0,44.9375,0.5625,0.65,51.357142857142854
104,41,Male,20,27,4,13,Basic,Monthly,941,18,0,47.05,0.2857142857142857,1.4210526315789473,33.607142857142854
106,39,Male,59,29,5,7,Basic,Annual,225,27,0,3.8135593220338984,0.625,1.0357142857142858,7.5
107,62,Male,10,9,1,18,Standard,Quarterly,345,27,0,34.5,0.05263157894736842,0.32142857142857145,34.5
108,55,Male,22,15,1,19,Standard,Quarterly,769,30,0,34.95454545454545,0.05,0.4838709677419355,48.0625
109,44,Female,54,20,1,9,Basic,Quarterly,717,9,0,13.277777777777779,0.1,2.0,34.142857142857146
110,39,Female,7,30,3,5,Basic,Monthly,199,13,0,28.428571428571427,0.5,2.142857142857143,6.419354838709677
111,30,Male,57,20,8,26,Premium,Monthly,821,8,1,14.403508771929825,0.2962962962962963,2.2222222222222223,39.095238095238095
113,56,Male,56,3,3,12,Standard,Monthly,175,11,0,3.125,0.23076923076923078,0.25,43.75
114,24,Male,10,3,8,13,Basic,Annual,317,3,0,31.7,0.5714285714285714,0.75,79.25
116,46,Female,43,10,0,10,Basic,Quarterly,779,23,0,18.11627906976744,0.0,0.4166666666666667,70.81818181818181
117,18,Male,36,18,7,14,Standard,Monthly,635,19,0,17.63888888888889,0.4666666666666667,0.9,33.421052631578945
118,34,Male,28,7,8,7,Premium,Monthly,524,1,0,18.714285714285715,1.0,3.5,65.5
119,39,Male,13,27,6,21,Basic,Quarterly,382,16,0,29.384615384615383,0.2727272727272727,1.588235294117647,13.642857142857142
122,40,Male,28,4,0,21,Basic,Annual,377,7,0,13.464285714285714,0.0,0.5,75.4
123,44,Male,13,26,3,3,Basic,Monthly,486,25,0,37.38461538461539,0.75,1.0,18.0
124,52,Female,50,10,2,26,Basic,Quarterly,640,3,0,12.8,0.07407407407407407,2.5,58.18181818181818
125,40,Female,35,15,6,20,Basic,Annual,104,27,1,2.9714285714285715,0.2857142857142857,0.5357142857142857,6.5
127,30,Female,23,29,1,22,Standard,Annual,255,24,1,11.08695652173913,0.043478260869565216,1.16,8.5
128,64,Female,36,17,4,15,Standard,Monthly,237,5,0,6.583333333333333,0.25,2.8333333333333335,13.166666666666666
129,43,Female,52,13,10,14,Standard,Quarterly,555,11,0,10.673076923076923,0.6666666666666666,1.0833333333333333,39.642857142857146
132,56,Female,33,7,0,22,Premium,Monthly,664,27,1,20.12121212121212,0.0,0.25,83.0
133,57,Male,37,15,4,10,Basic,Monthly,186,9,0,5.027027027027027,0.36363636363636365,1.5,11.625
134,41,Female,59,20,0,17,Standard,Quarterly,978,11,0,16.576271186440678,0.0,1.6666666666666667,46.57142857142857
135,46,Male,47,14,10,16,Basic,Annual,996,16,1,21.19148936170213,0.5882352941176471,0.8235294117647058,66.4
137,25,Male,27,15,2,15,Basic,Quarterly,123,19,0,4.555555555555555,0.125,0.75,7.6875
138,43,Male,37,11,3,23,Standard,Annual,377,9,0,10.18918918918919,0.125,1.1,31.416666666666668
140,25,Female,58,7,5,9,Basic,Annual,920,22,0,15.862068965517242,0.5,0.30434782608695654,115.0
141,45,Male,56,29,0,24,Standard,Annual,335,18,0,5.982142857142857,0.0,1.5263157894736843,11.166666666666666
142,20,Male,59,10,5,5,Premium,Quarterly,803,15,0,13.610169491525424,0.8333333333333334,0.625,73.0
145,24,Male,8,12,9,15,Basic,Annual,257,18,0,32.125,0.5625,0.631578947368421,19.76923076923077
148,38,Female,16,13,2,28,Premium,Annual,133,24,1,8.3125,0.06896551724137931,0.52,9.5
149,39,Male,24,6,5,28,Premium,Quarterly,910,22,1,37.916666666666664,0.1724137931034483,0.2608695652173913,130.0
150,29,Male,42,8,8,21,Premium,Quarterly,419,27,1,9.976190476190476,0.36363636363636365,0.2857142857142857,46.55555555555556
151,31,Male,20,12,1,7,Premium,Annual,115,7,0,5.75,0.125,1.5,8.846153846153847
152,25,Male,22,5,5,29,Basic,Monthly,121,20,0,5.5,0.16666666666666666,0.23809523809523808,20.166666666666668
153,62,Male,22,30,9,21,Basic,Annual,736,24,0,33.45454545454545,0.4090909090909091,1.2,23.741935483870968
158,26,Female,16,10,0,14,Standard,Annual,411,19,0,25.6875,0.0,0.5,37.36363636363637
160,28,Male,14,5,3,4,Premium,Monthly,200,7,0,14.285714285714286,0.6,0.625,33.333333333333336
165,58,Female,54,18,1,29,Premium,Quarterly,235,29,1,4.351851851851852,0.03333333333333333,0.6,12.368421052631579
168,41,Female,55,17,10,12,Premium,Monthly,259,22,0,4.709090909090909,0.7692307692307693,0.7391304347826086,14.38888888888889
169,22,Female,59,9,4,9,Basic,Monthly,581,4,0,9.847457627118644,0.4,1.8,58.1
170,56,Male,52,27,5,13,Standard,Annual,796,25,0,15.307692307692308,0.35714285714285715,1.0384615384615385,28.428571428571427
175,23,Male,42,23,6,24,Standard,Monthly,838,6,1,19.952380952380953,0.24,3.2857142857142856,34.916666666666664
177,29,Male,31,30,8,24,Premium,Quarterly,150,11,1,4.838709677419355,0.32,2.5,4.838709677419355
178,49,Male,40,11,4,17,Premium,Monthly,546,7,0,13.65,0.2222222222222222,1.375,45.5
181,45,Male,40,10,10,28,Premium,Annual,912,8,1,22.8,0.3448275862068966,1.1111111111111112,82.9090909090909
182,53,Male,13,11,9,14,Basic,Annual,350,9,0,26.923076923076923,0.6,1.1,29.166666666666668
183,33,Female,60,24,10,18,Premium,Monthly,423,24,1,7.05,0.5263157894736842,0.96,16.92
185,62,Male,26,18,1,16,Standard,Annual,683,12,0,26.26923076923077,0.058823529411764705,1.3846153846153846,35.94736842105263
187,51,Male,38,21,4,5,Basic,Quarterly,203,26,0,5.342105263157895,0.6666666666666666,0.7777777777777778,9.227272727272727
188,21,Female,41,13,8,22,Premium,Monthly,538,18,1,13.121951219512194,0.34782608695652173,0.6842105263157895,38.42857142857143
189,64,Male,60,25,5,8,Premium,Annual,720,24,0,12.0,0.5555555555555556,1.0,27.692307692307693
193,18,Male,28,12,3,20,Standard,Monthly,261,13,0,9.321428571428571,0.14285714285714285,0.8571428571428571,20.076923076923077
194,41,Female,58,24,9,16,Standard,Annual,447,20,1,7.706896551724138,0.5294117647058824,1.1428571428571428,17.88
198,19,Male,17,11,6,24,Standard,Quarterly,715,15,0,42.05882352941177,0.24,0.6875,59.583333333333336
199,29,Female,56,21,3,26,Basic,Quarterly,239,29,1,4.267857142857143,0.1111111111111111,0.7,10.863636363636363
200,45,Female,20,1,4,15,Standard,Monthly,224,13,0,11.2,0.25,0.07142857142857142,112.0
201,36,Male,24,29,1,26,Premium,Monthly,566,8,0,23.583333333333332,0.037037037037037035,3.2222222222222223,18.866666666666667
202,20,Female,9,27,5,16,Standard,Annual,295,21,0,32.77777777777778,0.29411764705882354,1.2272727272727273,10.535714285714286
203,30,Female,44,22,4,18,Standard,Quarterly,890,12,0,20.227272727272727,0.21052631578947367,1.6923076923076923,38.69565217391305
205,27,Male,29,30,4,3,Basic,Annual,258,18,0,8.89655172413793,1.0,1.5789473684210527,8.32258064516129
206,36,Female,26,7,2,3,Basic,Annual,371,8,0,14.26923076923077,0.5,0.7777777777777778,46.375
207,33,Male,35,29,9,18,Basic,Monthly,335,8,1,9.571428571428571,0.47368421052631576,3.2222222222222223,11.166666666666666
208,18,Male,33,18,1,22,Basic,Annual,312,29,0,9.454545454545455,0.043478260869565216,0.6,16.42105263157895
209,64,Male,13,20,0,22,Standard,Quarterly,749,14,0,57.61538461538461,0.0,1.3333333333333333,35.666666666666664
210,48,Male,36,19,1,13,Premium,Annual,140,28,0,3.888888888888889,0.07142857142857142,0.6551724137931034,7.0
213,28,Male,56,7,2,25,Basic,Monthly,854,26,0,15.25,0.07692307692307693,0.25925925925925924,106.75
214,22,Female,45,29,8,7,Standard,Monthly,344,17,0,7.644444444444445,1.0,1.6111111111111112,11.466666666666667
216,23,Female,31,15,6,11,Basic,Quarterly,705,24,0,22.741935483870968,0.5,0.6,44.0625
217,59,Male,44,7,8,9,Standard,Annual,890,26,0,20.227272727272727,0.8,0.25925925925925924,111.25
218,46,Male,27,25,6,8,Basic,Monthly,150,28,0,5.555555555555555,0.6666666666666666,0.8620689655172413,5.769230769230769
220,37,Female,25,19,8,26,Standard,Monthly,212,13,1,8.48,0.2962962962962963,1.3571428571428572,10.6
221,36,Male,46,5,2,11,Premium,Quarterly,524,6,0,11.391304347826088,0.16666666666666666,0.7142857142857143,87.33333333333333
222,59,Male,36,16,4,26,Standard,Annual,894,29,0,24.833333333333332,0.14814814814814814,0.5333333333333333,52.588235294117645
224,51,Female,32,20,2,24,Standard,Quarterly,505,21,0,15.78125,0.08,0.9090909090909091,24.047619047619047
225,38,Female,29,18,4,16,Standard,Annual,909,24,0,31.344827586206897,0.23529411764705882,0.72,47.8421052631579
226,20,Male,60,29,7,22,Standard,Quarterly,298,23,1,4.966666666666667,0.30434782608695654,1.2083333333333333,9.933333333333334
227,60,Female,16,24,6,21,Basic,Monthly,725,14,1,45.3125,0.2727272727272727,1.6,29.0
228,49,Male,59,9,2,18,Premium,Annual,733,18,0,12.423728813559322,0.10526315789473684,0.47368421052631576,73.3
229,20,Female,55,25,1,26,Premium,Quarterly,382,8,1,6.945454545454545,0.037037037037037035,2.7777777777777777,14.692307692307692
230,58,Female,29,20,0,20,Standard,Quarterly,126,9,0,4.344827586206897,0.0,2.0,6.0
232,20,Female,29,5,4,17,Basic,Annual,584,26,0,20.137931034482758,0.2222222222222222,0.18518518518518517,97.33333333333333
234,47,Female,33,5,4,23,Premium,Quarterly,393,14,1,11.909090909090908,0.16666666666666666,0.3333333333333333,65.5
235,63,Male,18,15,3,27,Premium,Annual,722,26,0,40.111111111111114,0.10714285714285714,0.5555555555555556,45.125
238,49,Female,33,23,3,21,Premium,Annual,230,23,1,6.96969696969697,0.13636363636363635,0.9583333333333334,9.583333333333334
239,46,Female,52,26,5,27,Basic,Monthly,403,14,1,7.75,0.17857142857142858,1.7333333333333334,14.925925925925926
244,37,Male,55,28,4,26,Basic,Monthly,826,17,0,15.018181818181818,0.14814814814814814,1.5555555555555556,28.482758620689655
247,62,Male,5,18,6,14,Standard,Annual,205,22,0,41.0,0.4,0.782608695652174,10.789473684210526
248,48,Male,54,15,7,18,Standard,Quarterly,131,11,1,2.425925925925926,0.3684210526315789,1.25,8.1875
249,60,Male,18,27,1,30,Standard,Annual,426,30,0,23.666666666666668,0.03225806451612903,0.8709677419354839,15.214285714285714
250,58,Male,15,2,1,13,Premium,Annual,309,23,0,20.6,0.07142857142857142,0.08333333333333333,103.0
251,43,Male,31,8,7,28,Premium,Monthly,313,10,1,10.096774193548388,0.2413793103448276,0.7272727272727273,34.77777777777778
253,41,Female,45,21,5,18,Basic,Quarterly,799,7,1,17.755555555555556,0.2631578947368421,2.625,36.31818181818182
254,22,Male,47,15,10,24,Premium,Annual,237,17,1,5.042553191489362,0.4,0.8333333333333334,14.8125
255,45,Male,14,20,1,13,Basic,Quarterly,828,11,0,59.142857142857146,0.07142857142857142,1.6666666666666667,39.42857142857143
256,38,Male,59,30,1,28,Premium,Quarterly,481,28,0,8.152542372881356,0.034482758620689655,1.0344827586206897,15.516129032258064
257,28,Male,49,22,6,29,Standard,Quarterly,187,13,1,3.816326530612245,0.2,1.5714285714285714,8.130434782608695
258,56,Male,22,21,5,13,Premium,Monthly,632,22,0,28.727272727272727,0.35714285714285715,0.9130434782608695,28.727272727272727
259,42,Female,17,14,6,22,Standard,Annual,207,10,1,12.176470588235293,0.2608695652173913,1.2727272727272727,13.8
260,20,Female,59,19,0,10,Premium,Quarterly,366,22,0,6.203389830508475,0.0,0.8260869565217391,18.3
261,62,Male,52,1,4,22,Standard,Monthly,153,26,1,2.9423076923076925,0.17391304347826086,0.037037037037037035,76.5
262,22,Female,37,6,8,17,Basic,Quarterly,212,12,1,5.72972972972973,0.4444444444444444,0.46153846153846156,30.285714285714285
263,30,Female,46,18,4,13,Standard,Quarterly,300,21,0,6.521739130434782,0.2857142857142857,0.8181818181818182,15.789473684210526
264,30,Female,55,27,6,11,Standard,Monthly,662,28,0,12.036363636363637,0.5,0.9310344827586207,23.642857142857142
265,44,Male,21,18,4,27,Basic,Quarterly,388,12,0,18.476190476190474,0.14285714285714285,1.3846153846153846,20.42105263157895
266,58,Male,38,26,0,27,Premium,Annual,874,12,0,23.0,0.0,2.0,32.370370370370374
267,59,Male,41,18,6,18,Standard,Annual,971,12,1,23.682926829268293,0.3157894736842105,1.3846153846153846,51.10526315789474
268,65,Male,55,10,5,18,Premium,Quarterly,689,6,1,12.527272727272727,0.2631578947368421,1.4285714285714286,62.63636363636363
269,30,Female,42,15,8,8,Premium,Monthly,280,20,0,6.666666666666667,0.8888888888888888,0.7142857142857143,17.5
270,28,Female,35,19,2,2,Premium,Monthly,506,22,0,14.457142857142857,0.6666666666666666,0.8260869565217391,25.3
271,58,Male,39,16,0,8,Basic,Monthly,690,17,0,17.692307692307693,0.0,0.8888888888888888,40.588235294117645
272,63,Female,56,28,1,17,Basic,Quarterly,821,7,0,14.660714285714286,0.05555555555555555,3.5,28.310344827586206
273,62,Female,35,8,7,8,Basic,Annual,514,17,0,14.685714285714285,0.7777777777777778,0.4444444444444444,57.111111111111114
274,32,Female,47,20,0,8,Premium,Monthly,885,9,0,18.829787234042552,0.0,2.0,42.142857142857146
275,20,Male,19,10,5,11,Basic,Quarterly,644,8,0,33.89473684210526,0.4166666666666667,1.1111111111111112,58.54545454545455
276,28,Female,28,9,5,9,Premium,Monthly,628,18,0,22.428571428571427,0.5,0.47368421052631576,62.8
277,19,Male,54,27,6,30,Standard,Quarterly,131,20,1,2.425925925925926,0.1935483870967742,1.2857142857142858,4.678571428571429
278,24,Female,48,29,10,30,Premium,Monthly,278,26,1,5.791666666666667,0.3225806451612903,1.0740740740740742,9.266666666666667
279,43,Male,28,4,10,9,Premium,Annual,280,15,0,10.0,1.0,0.25,56.0
280,38,Female,13,13,6,27,Standard,Quarterly,466,14,1,35.84615384615385,0.21428571428571427,0.8666666666666667,33.285714285714285
283,37,Male,10,22,2,3,Premium,Annual,292,6,0,29.2,0.5,3.142857142857143,12.695652173913043
285,55,Female,28,11,0,21,Premium,Monthly,741,4,1,26.464285714285715,0.0,2.2,61.75
286,41,Female,14,18,10,15,Basic,Annual,380,7,0,27.142857142857142,0.625,2.25,20.0
287,61,Male,46,5,2,3,Premium,Annual,501,21,0,10.891304347826088,0.5,0.22727272727272727,83.5
288,20,Female,50,8,2,30,Basic,Annual,407,29,1,8.14,0.06451612903225806,0.26666666666666666,45.22222222222222
289,40,Male,5,1,3,21,Standard,Annual,101,12,1,20.2,0.13636363636363635,0.07692307692307693,50.5
290,19,Male,40,22,0,24,Premium,Quarterly,212,20,0,5.3,0.0,1.0476190476190477,9.217391304347826
291,44,Male,34,30,4,28,Standard,Quarterly,654,26,0,19.235294117647058,0.13793103448275862,1.1111111111111112,21.096774193548388
292,24,Female,8,7,8,29,Premium,Annual,226,4,1,28.25,0.26666666666666666,1.4,28.25
294,41,Male,35,8,3,28,Standard,Annual,163,8,0,4.6571428571428575,0.10344827586206896,0.8888888888888888,18.11111111111111
295,20,Female,56,12,5,14,Basic,Quarterly,837,9,0,14.946428571428571,0.3333333333333333,1.2,64.38461538461539
296,52,Male,33,27,0,19,Basic,Monthly,719,18,0,21.78787878787879,0.0,1.4210526315789473,25.678571428571427
298,47,Female,23,6,1,17,Basic,Annual,300,27,0,13.043478260869565,0.05555555555555555,0.21428571428571427,42.857142857142854
299,18,Female,50,10,6,27,Standard,Monthly,487,18,1,9.74,0.21428571428571427,0.5263157894736842,44.27272727272727
300,37,Male,42,26,5,24,Premium,Quarterly,862,9,1,20.523809523809526,0.2,2.6,31.925925925925927
301,36,Male,38,14,4,7,Basic,Annual,863,7,0,22.710526315789473,0.5,1.75,57.53333333333333
302,48,Female,35,26,3,5,Premium,Quarterly,415,20,0,11.857142857142858,0.5,1.2380952380952381,15.37037037037037
303,35,Female,21,19,9,11,Basic,Monthly,607,21,0,28.904761904761905,0.75,0.8636363636363636,30.35
306,62,Male,35,18,4,24,Premium,Quarterly,603,9,0,17.228571428571428,0.16,1.8,31.736842105263158
307,19,Female,26,18,10,18,Standard,Monthly,721,25,1,27.73076923076923,0.5263157894736842,0.6923076923076923,37.94736842105263
308,41,Female,49,27,0,5,Standard,Monthly,329,8,0,6.714285714285714,0.0,3.0,11.75
310,29,Male,24,30,1,7,Standard,Annual,101,30,0,4.208333333333333,0.125,0.967741935483871,3.2580645161290325
311,24,Male,56,23,3,30,Standard,Quarterly,123,14,0,2.1964285714285716,0.0967741935483871,1.5333333333333334,5.125
312,31,Female,16,8,0,1,Basic,Annual,438,23,0,27.375,0.0,0.3333333333333333,48.666666666666664
315,24,Female,42,17,7,8,Basic,Annual,210,29,0,5.0,0.7777777777777778,0.5666666666666667,11.666666666666666
316,19,Female,29,28,1,21,Basic,Annual,802,17,0,27.655172413793103,0.045454545454545456,1.5555555555555556,27.655172413793103
317,55,Male,20,18,5,4,Premium,Quarterly,305,26,0,15.25,1.0,0.6666666666666666,16.05263157894737
319,45,Female,47,19,10,23,Basic,Monthly,464,24,1,9.872340425531915,0.4166666666666667,0.76,23.2
320,31,Male,52,7,10,19,Premium,Quarterly,197,3,1,3.7884615384615383,0.5,1.75,24.625
323,51,Female,57,21,3,11,Premium,Monthly,471,11,0,8.263157894736842,0.25,1.75,21.40909090909091
325,23,Female,39,11,2,24,Standard,Monthly,666,25,1,17.076923076923077,0.08,0.4230769230769231,55.5
326,61,Male,42,3,2,24,Standard,Monthly,525,25,0,12.5,0.08,0.11538461538461539,131.25
328,45,Female,59,11,7,20,Standard,Annual,175,29,1,2.9661016949152543,0.3333333333333333,0.36666666666666664,14.583333333333334
332,34,Female,57,9,8,10,Standard,Monthly,603,25,0,10.578947368421053,0.7272727272727273,0.34615384615384615,60.3
334,27,Female,21,24,4,30,Standard,Annual,823,28,0,39.19047619047619,0.12903225806451613,0.8275862068965517,32.92
335,26,Male,54,26,8,27,Basic,Annual,525,30,1,9.722222222222221,0.2857142857142857,0.8387096774193549,19.444444444444443
338,42,Female,38,18,2,18,Basic,Monthly,808,6,0,21.263157894736842,0.10526315789473684,2.5714285714285716,42.526315789473685
339,55,Male,56,30,8,10,Standard,Quarterly,550,17,0,9.821428571428571,0.7272727272727273,1.6666666666666667,17.741935483870968
340,23,Female,48,11,8,26,Basic,Monthly,169,15,1,3.5208333333333335,0.2962962962962963,0.6875,14.083333333333334
341,36,Female,51,21,6,16,Premium,Monthly,278,27,1,5.450980392156863,0.35294117647058826,0.75,12.636363636363637
342,44,Female,57,10,8,7,Standard,Monthly,163,17,0,2.8596491228070176,1.0,0.5555555555555556,14.818181818181818
343,45,Male,16,14,3,9,Basic,Monthly,474,14,0,29.625,0.3,0.9333333333333333,31.6
344,29,Male,17,5,7,22,Basic,Annual,446,7,0,26.235294117647058,0.30434782608695654,0.625,74.33333333333333
349,22,Male,59,23,1,6,Premium,Monthly,707,12,0,11.983050847457626,0.14285714285714285,1.7692307692307692,29.458333333333332
350,46,Female,42,18,6,5,Premium,Monthly,719,6,0,17.11904761904762,1.0,2.5714285714285716,37.8421052631579
352,28,Male,16,15,2,28,Standard,Quarterly,704,23,0,44.0,0.06896551724137931,0.625,44.0
353,28,Male,17,4,5,25,Basic,Annual,519,8,0,30.529411764705884,0.19230769230769232,0.4444444444444444,103.8
354,28,Female,34,28,9,8,Standard,Quarterly,672,27,0,19.764705882352942,1.0,1.0,23.17241379310345
355,30,Male,40,30,7,14,Basic,Monthly,296,25,0,7.4,0.4666666666666667,1.1538461538461537,9.548387096774194
358,27,Female,19,7,2,1,Premium,Monthly,928,12,0,48.8421052631579,1.0,0.5384615384615384,116.0
359,60,Female,46,6,1,25,Standard,Monthly,621,2,1,13.5,0.038461538461538464,2.0,88.71428571428571
363,30,Male,41,17,2,14,Basic,Monthly,706,12,0,17.21951219512195,0.13333333333333333,1.3076923076923077,39.22222222222222
365,57,Female,41,7,3,25,Premium,Quarterly,130,18,1,3.1707317073170733,0.11538461538461539,0.3684210526315789,16.25
366,56,Female,30,24,7,10,Standard,Monthly,862,7,0,28.733333333333334,0.6363636363636364,3.0,34.48
369,50,Female,41,11,7,10,Standard,Monthly,503,24,0,12.268292682926829,0.6363636363636364,0.44,41.916666666666664
370,54,Female,30,6,1,24,Standard,Monthly,721,16,1,24.033333333333335,0.04,0.35294117647058826,103.0
372,30,Female,37,28,5,17,Premium,Annual,124,19,1,3.3513513513513513,0.2777777777777778,1.4,4.275862068965517
373,53,Female,45,25,1,11,Standard,Monthly,420,18,0,9.333333333333334,0.08333333333333333,1.3157894736842106,16.153846153846153
374,62,Male,14,5,0,8,Standard,Quarterly,197,5,0,14.071428571428571,0.0,0.8333333333333334,32.833333333333336
